"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 09:26:16 GMT 2021","Tue Sep 07 09:26:22 GMT 2021","5753","Test suite","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","linesFilterTest","linesFilterTest",""
"passed","Tue Sep 07 09:27:24 GMT 2021","Tue Sep 07 09:27:29 GMT 2021","4883","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataMatcherTest","rowDataMatcherTest",""
"passed","Tue Sep 07 09:25:51 GMT 2021","Tue Sep 07 09:26:21 GMT 2021","30929","Test suite","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactsTest","fillContactsTest",""
"passed","Tue Sep 07 09:27:37 GMT 2021","Tue Sep 07 09:27:49 GMT 2021","11374","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowsAllTest","rowsAllTest",""
"passed","Tue Sep 07 09:26:58 GMT 2021","Tue Sep 07 09:27:10 GMT 2021","12017","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","noRowsTest","noRowsTest",""
"passed","Tue Sep 07 09:26:10 GMT 2021","Tue Sep 07 09:26:16 GMT 2021","5197","Test suite","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineFilterTest","lineFilterTest",""
"passed","Tue Sep 07 09:27:36 GMT 2021","Tue Sep 07 09:27:37 GMT 2021","1415","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherTest","rowTableMatcherTest",""
"passed","Tue Sep 07 09:28:56 GMT 2021","Tue Sep 07 09:28:56 GMT 2021","117","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","valueTest","valueTest",""
"passed","Tue Sep 07 09:26:37 GMT 2021","Tue Sep 07 09:26:41 GMT 2021","4147","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnNameTest","dataColumnNameTest",""
"passed","Tue Sep 07 09:26:19 GMT 2021","Tue Sep 07 09:26:37 GMT 2021","18352","Test suite","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","menuTest","menuTest",""
"passed","Tue Sep 07 09:27:34 GMT 2021","Tue Sep 07 09:27:36 GMT 2021","1283","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest","rowTableMatcherSingleTest",""
"passed","Tue Sep 07 09:25:53 GMT 2021","Tue Sep 07 09:26:10 GMT 2021","16886","Test suite","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByNameTest","lineByNameTest",""
"passed","Tue Sep 07 09:27:11 GMT 2021","Tue Sep 07 09:27:24 GMT 2021","12950","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest","rowDataExactMatcherTest",""
"passed","Tue Sep 07 09:25:40 GMT 2021","Tue Sep 07 09:25:48 GMT 2021","8464","Test suite","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest","bigDropdownTest",""
"passed","Tue Sep 07 09:26:43 GMT 2021","Tue Sep 07 09:26:45 GMT 2021","1561","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataFilterTest","dataFilterTest",""
"passed","Tue Sep 07 09:26:41 GMT 2021","Tue Sep 07 09:26:43 GMT 2021","2000","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","dataColumnTestIndex","dataColumnTestIndex",""
"passed","Tue Sep 07 09:24:52 GMT 2021","Tue Sep 07 09:26:19 GMT 2021","87041","Test suite","Tests","org.mytests.tests.example.MenuTests","org.mytests.tests.example.MenuTests","customMenuTest","customMenuTest",""
"passed","Tue Sep 07 09:25:42 GMT 2021","Tue Sep 07 09:26:11 GMT 2021","28530","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","allDataFilterTest","allDataFilterTest",""
"passed","Tue Sep 07 09:27:10 GMT 2021","Tue Sep 07 09:27:11 GMT 2021","258","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","previewTest","previewTest",""
"passed","Tue Sep 07 09:25:43 GMT 2021","Tue Sep 07 09:25:53 GMT 2021","9885","Test suite","Tests","org.mytests.tests.example.DataTableInteractTests","org.mytests.tests.example.DataTableInteractTests","lineByIndexTest","lineByIndexTest",""
"broken","Tue Sep 07 09:25:47 GMT 2021","Tue Sep 07 09:25:51 GMT 2021","3910","Test suite","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","fillContactFormTest","fillContactFormTest",""
"passed","Tue Sep 07 09:26:45 GMT 2021","Tue Sep 07 09:26:58 GMT 2021","13236","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","exactMatcherTest","exactMatcherTest",""
"passed","Tue Sep 07 09:25:49 GMT 2021","Tue Sep 07 09:26:01 GMT 2021","11815","Test suite","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest","hugeTableSearchTest",""
"passed","Tue Sep 07 09:26:16 GMT 2021","Tue Sep 07 09:26:16 GMT 2021","248","Test suite","Tests","org.mytests.tests.example.JDIPerformanceTests","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest",""
"passed","Tue Sep 07 09:26:21 GMT 2021","Tue Sep 07 09:26:33 GMT 2021","11722","Test suite","Tests","org.mytests.tests.example.FormTests","org.mytests.tests.example.FormTests","loginTest","loginTest",""
"passed","Tue Sep 07 09:26:27 GMT 2021","Tue Sep 07 09:26:37 GMT 2021","9129","Test suite","Tests","org.mytests.tests.example.DataTableTests","org.mytests.tests.example.DataTableTests","commonMatchersTest","commonMatchersTest",""
